<<<<<<< Updated upstream
,nData.postingID,nData.SearchTerm,nData.job.title,nData.company,nData.date,nData.location,nData.summary,nData.kWord
257,257,Machine Learning Scientist,"Senior Software Engineer, Data Science",Marin Software,30+ days ago,"San Francisco, CA 94105",Publications within Machine Learning preferred. Extensive experience in Machine Learning (ML). Join Marin Software as a Data Scientist to apply your real world...,"Database(0), Spark(2), SPSS(0), SAS(0), SQL(0), 5"
258,258,Machine Learning Scientist,Senior Data Scientist,Stem Inc,3 days ago,"San Francisco Bay Area, CA","Experience using and deploying Machine Learning Algorithms to solve problems in production. If you are passionate about big data, machine learning, a greener...","Database(0), Spark(1), SPSS(0), SAS(0), SQL(1), 5"
259,259,Machine Learning Scientist,Save lives with machine learning,Blue Owl,30+ days ago,"San Francisco, CA",Using machine learning to identify complex heterogenous treatment effects). 5 years of building machine learning models in the wild....,"Database(0), Spark(1), SPSS(0), SAS(0), SQL(0), 5"
260,1,Machine Learning Scientist,Data Scientist,SIOS Technology,30+ days ago,"Lexington, SC 29072",Data Mining and Machine learning experience including:. Experience working with BigData and Machine learning analytics tools such as:....,"SQL(0), 5"
261,261,Machine Learning Scientist,Data Scientist,Cognitive Scale,22 days ago,"Austin, TX 78730",We are looking for highly motivated candidates with a stellar background in statistical machine learning and data mining -- specifically in some of the areas...,"Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
262,262,Machine Learning Scientist,"Senior Software Engineer, Data Science",Marin Software,30+ days ago,"San Francisco, CA 94105",Publications within Machine Learning preferred. Extensive experience in Machine Learning (ML). Join Marin Software as a Data Scientist to apply your real world...,"Database(0), Spark(2), SPSS(0), SAS(0), SQL(0), 5"
263,263,Machine Learning Scientist,Senior Data Scientist,Stem Inc,3 days ago,"San Francisco Bay Area, CA","Experience using and deploying Machine Learning Algorithms to solve problems in production. If you are passionate about big data, machine learning, a greener...","Database(0), Spark(1), SPSS(0), SAS(0), SQL(1), 5"
264,264,Machine Learning Scientist,Save lives with machine learning,Blue Owl,30+ days ago,"San Francisco, CA",Using machine learning to identify complex heterogenous treatment effects). 5 years of building machine learning models in the wild....,"Database(0), Spark(1), SPSS(0), SAS(0), SQL(0), 5"
265,1,Machine Learning Scientist,Data Scientist,SIOS Technology,30+ days ago,"Lexington, SC 29072",Data Mining and Machine learning experience including:. Experience working with BigData and Machine learning analytics tools such as:....,"SQL(0), 5"
266,266,Machine Learning Scientist,Data Scientist,Cognitive Scale,22 days ago,"Austin, TX 78730",We are looking for highly motivated candidates with a stellar background in statistical machine learning and data mining -- specifically in some of the areas...,"Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
267,267,Machine Learning Scientist,"Senior Software Engineer, Data Science",Marin Software,30+ days ago,"San Francisco, CA 94105",Publications within Machine Learning preferred. Extensive experience in Machine Learning (ML). Join Marin Software as a Data Scientist to apply your real world...,"Database(0), Spark(2), SPSS(0), SAS(0), SQL(0), 5"
268,268,Machine Learning Scientist,Senior Data Scientist,Stem Inc,3 days ago,"San Francisco Bay Area, CA","Experience using and deploying Machine Learning Algorithms to solve problems in production. If you are passionate about big data, machine learning, a greener...","Database(0), Spark(1), SPSS(0), SAS(0), SQL(1), 5"
269,269,Machine Learning Scientist,Save lives with machine learning,Blue Owl,30+ days ago,"San Francisco, CA",Using machine learning to identify complex heterogenous treatment effects). 5 years of building machine learning models in the wild....,"Database(0), Spark(1), SPSS(0), SAS(0), SQL(0), 5"
270,1,Machine Learning Scientist,Data Scientist,SIOS Technology,30+ days ago,"Lexington, SC 29072",Data Mining and Machine learning experience including:. Experience working with BigData and Machine learning analytics tools such as:....,"SQL(0), 5"
271,271,Machine Learning Scientist,Data Scientist,Cognitive Scale,22 days ago,"Austin, TX 78730",We are looking for highly motivated candidates with a stellar background in statistical machine learning and data mining -- specifically in some of the areas...,"Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
272,272,Machine Learning Scientist,"Senior Software Engineer, Data Science",Marin Software,30+ days ago,"San Francisco, CA 94105",Publications within Machine Learning preferred. Extensive experience in Machine Learning (ML). Join Marin Software as a Data Scientist to apply your real world...,"Database(0), Spark(2), SPSS(0), SAS(0), SQL(0), 5"
273,273,Machine Learning Scientist,Senior Data Scientist,Stem Inc,3 days ago,"San Francisco Bay Area, CA","Experience using and deploying Machine Learning Algorithms to solve problems in production. If you are passionate about big data, machine learning, a greener...","Database(0), Spark(1), SPSS(0), SAS(0), SQL(1), 5"
274,274,Machine Learning Scientist,Save lives with machine learning,Blue Owl,30+ days ago,"San Francisco, CA",Using machine learning to identify complex heterogenous treatment effects). 5 years of building machine learning models in the wild....,"Database(0), Spark(1), SPSS(0), SAS(0), SQL(0), 5"
275,1,Machine Learning Scientist,Data Scientist,SIOS Technology,30+ days ago,"Lexington, SC 29072",Data Mining and Machine learning experience including:. Experience working with BigData and Machine learning analytics tools such as:....,"SQL(0), 5"
276,276,Machine Learning Scientist,Data Scientist,Cognitive Scale,22 days ago,"Austin, TX 78730",We are looking for highly motivated candidates with a stellar background in statistical machine learning and data mining -- specifically in some of the areas...,"Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
277,277,Machine Learning Scientist,"Senior Software Engineer, Data Science",Marin Software,30+ days ago,"San Francisco, CA 94105",Publications within Machine Learning preferred. Extensive experience in Machine Learning (ML). Join Marin Software as a Data Scientist to apply your real world...,"Database(0), Spark(2), SPSS(0), SAS(0), SQL(0), 5"
278,278,Machine Learning Scientist,Senior Data Scientist,Stem Inc,3 days ago,"San Francisco Bay Area, CA","Experience using and deploying Machine Learning Algorithms to solve problems in production. If you are passionate about big data, machine learning, a greener...","Database(0), Spark(1), SPSS(0), SAS(0), SQL(1), 5"
279,279,Machine Learning Scientist,Save lives with machine learning,Blue Owl,30+ days ago,"San Francisco, CA",Using machine learning to identify complex heterogenous treatment effects). 5 years of building machine learning models in the wild....,"Database(0), Spark(1), SPSS(0), SAS(0), SQL(0), 5"
280,1,Machine Learning Scientist,Data Scientist,SIOS Technology,30+ days ago,"Lexington, SC 29072",Data Mining and Machine learning experience including:. Experience working with BigData and Machine learning analytics tools such as:....,"SQL(0), 5"
281,281,Machine Learning Scientist,Data Scientist,Cognitive Scale,22 days ago,"Austin, TX 78730",We are looking for highly motivated candidates with a stellar background in statistical machine learning and data mining -- specifically in some of the areas...,"Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
282,282,Machine Learning Scientist,"Senior Software Engineer, Data Science",Marin Software,30+ days ago,"San Francisco, CA 94105",Publications within Machine Learning preferred. Extensive experience in Machine Learning (ML). Join Marin Software as a Data Scientist to apply your real world...,"Database(0), Spark(2), SPSS(0), SAS(0), SQL(0), 5"
283,283,Machine Learning Scientist,Senior Data Scientist,Stem Inc,3 days ago,"San Francisco Bay Area, CA","Experience using and deploying Machine Learning Algorithms to solve problems in production. If you are passionate about big data, machine learning, a greener...","Database(0), Spark(1), SPSS(0), SAS(0), SQL(1), 5"
284,284,Machine Learning Scientist,Save lives with machine learning,Blue Owl,30+ days ago,"San Francisco, CA",Using machine learning to identify complex heterogenous treatment effects). 5 years of building machine learning models in the wild....,"Database(0), Spark(1), SPSS(0), SAS(0), SQL(0), 5"
285,1,Machine Learning Scientist,Data Scientist,SIOS Technology,30+ days ago,"Lexington, SC 29072",Data Mining and Machine learning experience including:. Experience working with BigData and Machine learning analytics tools such as:....,"SQL(0), 5"
286,286,Machine Learning Scientist,Data Scientist,Cognitive Scale,22 days ago,"Austin, TX 78730",We are looking for highly motivated candidates with a stellar background in statistical machine learning and data mining -- specifically in some of the areas...,"Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
287,287,Machine Learning Scientist,"Senior Software Engineer, Data Science",Marin Software,30+ days ago,"San Francisco, CA 94105",Publications within Machine Learning preferred. Extensive experience in Machine Learning (ML). Join Marin Software as a Data Scientist to apply your real world...,"Database(0), Spark(2), SPSS(0), SAS(0), SQL(0), 5"
288,288,Machine Learning Scientist,Senior Data Scientist,Stem Inc,3 days ago,"San Francisco Bay Area, CA","Experience using and deploying Machine Learning Algorithms to solve problems in production. If you are passionate about big data, machine learning, a greener...","Database(0), Spark(1), SPSS(0), SAS(0), SQL(1), 5"
289,289,Machine Learning Scientist,Save lives with machine learning,Blue Owl,30+ days ago,"San Francisco, CA",Using machine learning to identify complex heterogenous treatment effects). 5 years of building machine learning models in the wild....,"Database(0), Spark(1), SPSS(0), SAS(0), SQL(0), 5"
290,1,Machine Learning Scientist,Data Scientist,SIOS Technology,30+ days ago,"Lexington, SC 29072",Data Mining and Machine learning experience including:. Experience working with BigData and Machine learning analytics tools such as:....,"SQL(0), 5"
291,291,Machine Learning Scientist,Data Scientist,Cognitive Scale,22 days ago,"Austin, TX 78730",We are looking for highly motivated candidates with a stellar background in statistical machine learning and data mining -- specifically in some of the areas...,"Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
292,292,Machine Learning Scientist,"Senior Software Engineer, Data Science",Marin Software,30+ days ago,"San Francisco, CA 94105",Publications within Machine Learning preferred. Extensive experience in Machine Learning (ML). Join Marin Software as a Data Scientist to apply your real world...,"Database(0), Spark(2), SPSS(0), SAS(0), SQL(0), 5"
293,293,Machine Learning Scientist,Senior Data Scientist,Stem Inc,3 days ago,"San Francisco Bay Area, CA","Experience using and deploying Machine Learning Algorithms to solve problems in production. If you are passionate about big data, machine learning, a greener...","Database(0), Spark(1), SPSS(0), SAS(0), SQL(1), 5"
294,294,Machine Learning Scientist,Save lives with machine learning,Blue Owl,30+ days ago,"San Francisco, CA",Using machine learning to identify complex heterogenous treatment effects). 5 years of building machine learning models in the wild....,"Database(0), Spark(1), SPSS(0), SAS(0), SQL(0), 5"
295,1,Machine Learning Scientist,Data Scientist,SIOS Technology,30+ days ago,"Lexington, SC 29072",Data Mining and Machine learning experience including:. Experience working with BigData and Machine learning analytics tools such as:....,"SQL(0), 5"
296,296,Machine Learning Scientist,Data Scientist,Cognitive Scale,22 days ago,"Austin, TX 78730",We are looking for highly motivated candidates with a stellar background in statistical machine learning and data mining -- specifically in some of the areas...,"Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
297,297,Machine Learning Scientist,"Senior Software Engineer, Data Science",Marin Software,30+ days ago,"San Francisco, CA 94105",Publications within Machine Learning preferred. Extensive experience in Machine Learning (ML). Join Marin Software as a Data Scientist to apply your real world...,"Database(0), Spark(2), SPSS(0), SAS(0), SQL(0), 5"
298,298,Machine Learning Scientist,Senior Data Scientist,Stem Inc,3 days ago,"San Francisco Bay Area, CA","Experience using and deploying Machine Learning Algorithms to solve problems in production. If you are passionate about big data, machine learning, a greener...","Database(0), Spark(1), SPSS(0), SAS(0), SQL(1), 5"
299,299,Machine Learning Scientist,Save lives with machine learning,Blue Owl,30+ days ago,"San Francisco, CA",Using machine learning to identify complex heterogenous treatment effects). 5 years of building machine learning models in the wild....,"Database(0), Spark(1), SPSS(0), SAS(0), SQL(0), 5"
300,1,Machine Learning Scientist,Data Scientist,SIOS Technology,30+ days ago,"Lexington, SC 29072",Data Mining and Machine learning experience including:. Experience working with BigData and Machine learning analytics tools such as:....,"SQL(0), 5"
